         931899 function calls (884149 primitive calls) in 4.011 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1505    0.002    0.000    0.004    0.000 lock_util.py:106(_another_group_active)
     9005    0.002    0.000    0.002    0.000 {method 'pop' of 'list' objects}
      126    0.002    0.000    0.007    0.000 tensor_util.py:355(make_tensor_proto)
     1320    0.002    0.000    0.016    0.000 ops.py:6215(__enter__)
      700    0.002    0.000    0.030    0.000 session.py:368(__init__)
      801    0.002    0.000    0.006    0.000 session.py:1415(_update_with_movers)
     4233    0.002    0.000    0.002    0.000 context.py:233(pop)
       44    0.002    0.000    0.104    0.002 resource_variable_ops.py:1413(_init_from_args)
     1314    0.002    0.000    0.002    0.000 {method 'CopyFrom' of 'google.protobuf.pyext._message.CMessage' objects}
     4381    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x9d12c0}
      801    0.002    0.000    0.002    0.000 ops.py:2917(version)
     3635    0.002    0.000    0.005    0.000 tensor_shape.py:700(as_dimension)
     5217    0.002    0.000    0.002    0.000 object_identity.py:63(__hash__)
     1505    0.002    0.000    0.003    0.000 lock_util.py:74(group)
     4839    0.002    0.000    0.002    0.000 dtypes.py:694(as_dtype)
     2427    0.002    0.000    0.002    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationName}
      703    0.002    0.000    0.002    0.000 ops.py:2892(_add_op)
      934    0.002    0.000    0.003    0.000 ops.py:4040(unique_name)
     5217    0.002    0.000    0.002    0.000 object_identity.py:35(__init__)
     1525    0.002    0.000    0.002    0.000 six.py:588(iteritems)
      126    0.002    0.000    0.032    0.000 constant_op.py:261(_constant_impl)
        2    0.001    0.001    0.253    0.127 __init__.py:123(download_and_parse_mnist_file)
      348    0.001    0.000    0.001    0.000 {method 'ParseFromString' of 'google.protobuf.pyext._message.CMessage' objects}
      801    0.001    0.000    2.803    0.003 session.py:1441(_call_tf_sessionrun)
     4229    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.lock' objects}
      871    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_AddInput}
     7970    0.001    0.000    0.001    0.000 ops.py:3191(building_function)
     1219    0.001    0.000    0.005    0.000 threading.py:357(notify_all)
      288    0.001    0.000    0.003    0.000 traceable_stack.py:35(set_filename_and_line_from_caller)
      466    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationGetAttrValueProto}
      324    0.001    0.000    0.009    0.000 ops.py:5436(init_scope)
     2574    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
      104    0.001    0.000    0.006    0.000 inspect.py:1089(getfullargspec)
     1086    0.001    0.000    0.002    0.000 op_def_library.py:53(_SatisfiesTypeConstraint)
     1320    0.001    0.000    0.002    0.000 ops.py:6151(name_scope)
1131/1089    0.001    0.000    0.030    0.000 ops.py:1263(convert_to_tensor)
     1397    0.001    0.000    0.002    0.000 dtypes.py:241(is_compatible_with)
     8278    0.001    0.000    0.001    0.000 ops.py:2222(graph)
     1601    0.001    0.000    0.002    0.000 session.py:1342(<genexpr>)
      104    0.001    0.000    0.004    0.000 inspect.py:2102(_signature_from_function)
     1150    0.001    0.000    0.009    0.000 tensor_shape.py:1206(as_shape)
      800    0.001    0.000    0.002    0.000 object_identity.py:186(__contains__)
     1610    0.001    0.000    0.002    0.000 tensor_shape.py:248(is_compatible_with)
     4523    0.001    0.000    0.002    0.000 compat.py:90(as_text)
      801    0.001    0.000    2.825    0.004 session.py:1348(_run_fn)
     8807    0.001    0.000    0.001    0.000 context.py:1517(context_switches)
        1    0.001    0.001    0.103    0.103 gradients_util.py:479(_GradientsHelper)
     4515    0.001    0.000    0.001    0.000 lock_util.py:110(_validate_group_id)
      800    0.001    0.000    0.003    0.000 session_ops.py:251(_get_handle_feeder)
     3097    0.001    0.000    0.003    0.000 ops.py:185(_as_graph_element)
      800    0.001    0.000    0.003    0.000 ops.py:4800(is_feedable)
     1582    0.001    0.000    0.002    0.000 {built-in method builtins.any}
      703    0.001    0.000    0.003    0.000 ops.py:4273(_apply_device_functions)
     4391    0.001    0.000    0.002    0.000 ops.py:3913(_name_stack)
      801    0.001    0.000    2.826    0.004 session.py:1365(_do_call)
     2266    0.001    0.000    0.003    0.000 ops.py:1898(name)
      942    0.001    0.000    0.001    0.000 dtypes.py:124(as_numpy_dtype)
     3978    0.001    0.000    0.002    0.000 dtypes.py:101(base_dtype)
     1505    0.001    0.000    0.010    0.000 lock_util.py:126(__exit__)
    10417    0.001    0.000    0.001    0.000 {built-in method builtins.id}
     3010    0.001    0.000    0.001    0.000 lock_util.py:108(<genexpr>)
      801    0.001    0.000    0.003    0.000 ops.py:5001(_session_run_lock)
     1100    0.001    0.000    0.002    0.000 inspect.py:2452(__init__)
     2693    0.001    0.000    0.001    0.000 {method 'HasField' of 'google.protobuf.pyext._message.CMessage' objects}
      631    0.001    0.000    0.002    0.000 ops.py:370(__init__)
     1501    0.001    0.000    0.001    0.000 session.py:321(build_results)
      628    0.001    0.000    0.002    0.000 op_def_library.py:173(_MakeType)
      992    0.001    0.000    0.005    0.000 tf_stack.py:131(extract_stack)
     2558    0.001    0.000    0.001    0.000 dtypes.py:261(__eq__)
     1150    0.001    0.000    0.005    0.000 tensor_shape.py:771(<listcomp>)
      631    0.001    0.000    0.008    0.000 c_api_util.py:176(tf_output)
      581    0.001    0.000    0.002    0.000 {built-in method _pywrap_tensorflow_internal.TF_NewBuffer}
     2640    0.001    0.000    0.001    0.000 ops.py:3920(_name_stack)
      801    0.001    0.000    0.002    0.000 session.py:499(<listcomp>)
     2410    0.001    0.000    0.001    0.000 ops.py:4909(_control_dependencies_stack)
      234    0.001    0.000    0.007    0.000 ops.py:1859(colocation_groups)
     3767    0.001    0.000    0.001    0.000 ops.py:5364(_GetGlobalDefaultGraph)
      631    0.001    0.000    0.001    0.000 pywrap_tensorflow_internal.py:62(_swig_getattr_nondynamic)
      100    0.001    0.000    0.002    0.000 _methods.py:134(_mean)
2692/1434    0.001    0.000    0.005    0.000 {built-in method builtins.issubclass}
     5107    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
     2751    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
      700    0.001    0.000    0.025    0.000 session.py:378(<listcomp>)
     1501    0.001    0.000    0.002    0.000 session.py:502(_assert_fetchable)
      703    0.001    0.000    0.001    0.000 ops.py:4437(_control_dependencies_for_inputs)
     2971    0.001    0.000    0.004    0.000 pywrap_tensorflow_internal.py:58(_swig_setattr)
        8    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_TryEvaluateConstant_wrapper}
     1320    0.001    0.000    0.003    0.000 ops.py:6255(__exit__)
     1505    0.001    0.000    0.009    0.000 lock_util.py:123(__enter__)
      703    0.001    0.000    0.002    0.000 ops.py:1806(_control_flow_post_processing)
      908    0.001    0.000    0.001    0.000 ops.py:572(get_shape)
     6847    0.001    0.000    0.001    0.000 ops.py:403(op)
      432    0.001    0.000    0.003    0.000 ops.py:4122(colocate_with)
      282    0.001    0.000    0.005    0.000 fromnumeric.py:73(_wrapreduction)
      171    0.001    0.000    0.001    0.000 tensor_shape.py:1169(as_proto)
     3776    0.001    0.000    0.001    0.000 ops.py:408(dtype)
     1501    0.001    0.000    0.001    0.000 ops.py:4808(is_fetchable)
     1320    0.001    0.000    0.001    0.000 ops.py:6196(__init__)
      937    0.001    0.000    0.001    0.000 traceable_stack.py:119(peek_objs)
     1465    0.001    0.000    0.002    0.000 ops.py:1732(<genexpr>)
     1219    0.001    0.000    0.001    0.000 threading.py:254(_is_owned)
      336    0.001    0.000    0.006    0.000 ops.py:2263(_set_attr)
      800    0.001    0.000    0.004    0.000 session_ops.py:271(_get_handle_mover)
      805    0.001    0.000    0.003    0.000 {built-in method builtins.all}
     1505    0.001    0.000    0.001    0.000 lock_util.py:119(__init__)
     1501    0.001    0.000    0.002    0.000 session.py:199(_is_attrs_instance)
     4030    0.001    0.000    0.001    0.000 dtypes.py:88(_is_ref_dtype)
     3019    0.001    0.000    0.001    0.000 ops.py:678(_as_tf_output)
      703    0.001    0.000    0.002    0.000 ops.py:4893(_snapshot_colocation_stack_metadata)
     1162    0.001    0.000    0.003    0.000 c_api_util.py:143(tf_buffer)
     3201    0.001    0.000    0.001    0.000 session.py:776(graph)
      817    0.001    0.000    0.001    0.000 object_identity.py:183(_wrap_key)
      868    0.001    0.000    0.047    0.000 _asarray.py:16(asarray)
     1017    0.001    0.000    0.001    0.000 _weakrefset.py:58(__iter__)
     1870    0.001    0.000    0.001    0.000 tensor_shape.py:802(rank)
      577    0.001    0.000    0.001    0.000 op_def_library.py:735(<listcomp>)
      288    0.001    0.000    0.003    0.000 traceable_stack.py:92(push_obj)
     3010    0.001    0.000    0.001    0.000 {method 'release' of '_thread.lock' objects}
      464    0.001    0.000    0.001    0.000 op_def_library.py:38(_Attr)
      200    0.001    0.000    0.005    0.000 fromnumeric.py:2092(sum)
   114/44    0.000    0.000    0.005    0.000 variables.py:2757(_safe_initial_value_from_op)
      703    0.000    0.000    0.001    0.000 ops.py:4853(_snapshot_device_function_stack_metadata)
     2054    0.000    0.000    0.003    0.000 pywrap_tensorflow_internal.py:1158(<lambda>)
      888    0.000    0.000    0.001    0.000 control_flow_util.py:266(CheckInputFromValidContext)
      577    0.000    0.000    0.001    0.000 op_callbacks.py:118(should_invoke_op_callbacks)
      336    0.000    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_NewBufferFromString}
       76    0.000    0.000    0.006    0.000 tf_inspect.py:260(getcallargs)
      577    0.000    0.000    0.002    0.000 op_def_library.py:84(_Flatten)
      938    0.000    0.000    0.001    0.000 ops.py:418(name)
     1962    0.000    0.000    0.001    0.000 ops.py:4878(_colocation_stack)
      917    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_DeleteBuffer}
      577    0.000    0.000    0.001    0.000 op_def_library.py:87(<listcomp>)
     1501    0.000    0.000    0.000    0.000 session.py:132(<lambda>)
     1277    0.000    0.000    0.002    0.000 ops.py:432(shape)
     1390    0.000    0.000    0.000    0.000 ops.py:2911(_c_graph)
      708    0.000    0.000    0.001    0.000 ops.py:2157(inputs)
      372    0.000    0.000    0.004    0.000 ops.py:4202(device)
      114    0.000    0.000    0.002    0.000 ops.py:2227(node_def)
      408    0.000    0.000    0.001    0.000 traceable_stack.py:75(copy_metadata)
       76    0.000    0.000    0.011    0.000 deprecation.py:473(new_func)
      961    0.000    0.000    0.000    0.000 ops.py:2641(name_from_scope_name)
      104    0.000    0.000    0.001    0.000 inspect.py:2732(__init__)
      703    0.000    0.000    0.001    0.000 ops.py:4471(_record_op_seen_by_control_dependencies)
     1400    0.000    0.000    0.000    0.000 session.py:388(<listcomp>)
      704    0.000    0.000    0.001    0.000 ops.py:4994(_mutation_lock)
      185    0.000    0.000    0.001    0.000 ops.py:480(_c_api_shape)
      186    0.000    0.000    0.001    0.000 ops.py:105(__init__)
      251    0.000    0.000    0.002    0.000 ops.py:4480(control_dependencies)
       90    0.000    0.000    0.023    0.000 gen_resource_variable_ops.py:445(read_variable_op)
      703    0.000    0.000    0.001    0.000 _collections_abc.py:676(items)
      703    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationNumOutputs}
      169    0.000    0.000    0.004    0.000 {built-in method tensorflow_core.python._pywrap_utils.Flatten}
      879    0.000    0.000    0.001    0.000 op_def_library.py:508(<listcomp>)
   121/44    0.000    0.000    0.001    0.000 variables.py:2718(_has_cycle)
     1314    0.000    0.000    0.001    0.000 op_def_library.py:80(_IsListValue)
       52    0.000    0.000    0.020    0.000 control_flow_ops.py:2802(with_dependencies)
      577    0.000    0.000    0.001    0.000 op_def_registry.py:34(get)
      703    0.000    0.000    0.000    0.000 ops.py:3309(<listcomp>)
     1217    0.000    0.000    0.001    0.000 enum.py:267(__call__)
      706    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       43    0.000    0.000    0.000    0.000 {built-in method tensorflow_core.python._op_def_registry.get}
      631    0.000    0.000    0.002    0.000 ops.py:397(_create_with_tf_output)
  132/104    0.000    0.000    0.004    0.000 inspect.py:2183(_signature_from_callable)
     3718    0.000    0.000    0.000    0.000 dtypes.py:129(as_datatype_enum)
      100    0.000    0.000    0.000    0.000 _methods.py:50(_count_reduce_items)
      917    0.000    0.000    0.001    0.000 pywrap_tensorflow_internal.py:1062(<lambda>)
      631    0.000    0.000    0.001    0.000 pywrap_tensorflow_internal.py:73(_swig_getattr)
     2674    0.000    0.000    0.000    0.000 tensor_shape.py:243(value)
      631    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_Output_oper_set}
     1406    0.000    0.000    0.000    0.000 traceable_stack.py:123(peek_traceable_objs)
      631    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationOutputType}
      400    0.000    0.000    0.008    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
      801    0.000    0.000    0.000    0.000 session.py:1343(<listcomp>)
      200    0.000    0.000    0.005    0.000 <__array_function__ internals>:2(sum)
      100    0.000    0.000    0.093    0.001 vae_tf_mnist.py:142(transform)
      631    0.000    0.000    0.002    0.000 pywrap_tensorflow_internal.py:1160(<lambda>)
      251    0.000    0.000    0.001    0.000 ops.py:4391(__enter__)
      114    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationToNodeDef}
      703    0.000    0.000    0.001    0.000 ops.py:4895(<dictcomp>)
      216    0.000    0.000    0.001    0.000 ops.py:5096(_colocate_with_for_gradient)
      185    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphGetTensorShapeHelper}
     1466    0.000    0.000    0.000    0.000 ops.py:2883(_check_not_finalized)
      879    0.000    0.000    0.000    0.000 op_def_library.py:64(_IsListParameter)
     1044    0.000    0.000    0.000    0.000 traceable_stack.py:127(__len__)
       28    0.000    0.000    0.078    0.003 variable_scope.py:796(_get_single_variable)
      553    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationDevice}
      336    0.000    0.000    0.003    0.000 ops.py:2272(_set_attr_with_buf)
      171    0.000    0.000    0.000    0.000 tensor_shape.py:1175(<listcomp>)
     1501    0.000    0.000    0.000    0.000 session.py:318(unique_fetches)
        2    0.000    0.000    0.000    0.000 _compression.py:59(close)
      276    0.000    0.000    0.001    0.000 errors_impl.py:264(__init__)
      276    0.000    0.000    0.000    0.000 errors_impl.py:64(__init__)
     1882    0.000    0.000    0.000    0.000 tensor_shape.py:809(dims)
      432    0.000    0.000    0.003    0.000 ops.py:4109(_colocate_with_for_gradient)
       44    0.000    0.000    0.016    0.000 gen_resource_variable_ops.py:1147(var_handle_op)
      717    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
      631    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.new_TF_Output}
      631    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_Output_index_set}
      271    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
   121/44    0.000    0.000    0.005    0.000 variables.py:2734(_safe_initial_value_from_tensor)
     1345    0.000    0.000    0.000    0.000 traceable_stack.py:121(<genexpr>)
      186    0.000    0.000    0.003    0.000 ops.py:4195(_add_device_to_stack)
       46    0.000    0.000    0.003    0.000 resource_variable_ops.py:326(__init__)
      100    0.000    0.000    0.002    0.000 fromnumeric.py:3231(mean)
      800    0.000    0.000    0.000    0.000 session.py:133(<lambda>)
      126    0.000    0.000    0.000    0.000 tensor_util.py:334(_is_array_like)
     1204    0.000    0.000    0.000    0.000 inspect.py:2781(<genexpr>)
      100    0.000    0.000    0.138    0.001 vae_tf_mnist.py:160(reconstruct)
     2179    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      717    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
     1364    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      756    0.000    0.000    0.000    0.000 ops.py:4869(_device_function_stack)
      888    0.000    0.000    0.000    0.000 control_flow_util.py:180(GetOutputContext)
      489    0.000    0.000    0.000    0.000 backprop.py:147(_must_record_gradient)
      578    0.000    0.000    0.001    0.000 ops.py:5806(_assert_same_graph)
      632    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_UID}
       82    0.000    0.000    0.000    0.000 gradients_util.py:769(_SetGrad)
      577    0.000    0.000    0.000    0.000 context.py:1061(op_callbacks)
     1310    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
     1321    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
     1154    0.000    0.000    0.000    0.000 op_def_library.py:233(_MaybeColocateWith)
       35    0.000    0.000    0.023    0.001 array_ops.py:2399(zeros)
      553    0.000    0.000    0.000    0.000 ops.py:1908(device)
     1010    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      577    0.000    0.000    0.000    0.000 op_def_library.py:89(<listcomp>)
      700    0.000    0.000    0.001    0.000 dtypes.py:274(__ne__)
      251    0.000    0.000    0.001    0.000 ops.py:4401(__exit__)
      489    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_TapeSetIsEmpty}
       26    0.000    0.000    0.029    0.001 control_flow_ops.py:2947(tuple)
      251    0.000    0.000    0.003    0.000 ops.py:5130(control_dependencies)
       44    0.000    0.000    0.001    0.000 resource_variable_ops.py:75(_set_handle_shapes_and_types)
      696    0.000    0.000    0.000    0.000 traceable_stack.py:30(__init__)
      632    0.000    0.000    0.000    0.000 ops.py:250(uid)
      197    0.000    0.000    0.001    0.000 tf_logging.py:210(vlog)
      282    0.000    0.000    0.000    0.000 fromnumeric.py:74(<dictcomp>)
      186    0.000    0.000    0.005    0.000 ops.py:5013(device)
       28    0.000    0.000    0.085    0.003 slot_creator.py:138(create_slot_with_initializer)
      717    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
       55    0.000    0.000    0.001    0.000 gradients_util.py:824(_LogOpGradients)
       69    0.000    0.000    0.002    0.000 gradients_util.py:903(_AggregatedGrads)
      934    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       67    0.000    0.000    0.000    0.000 ops.py:576(set_shape)
       65    0.000    0.000    0.000    0.000 {tensorflow.python.framework.fast_tensor_util.AppendFloat32ArrayToTensorProto}
      270    0.000    0.000    0.000    0.000 ops.py:3831(get_collection)
      334    0.000    0.000    0.000    0.000 ops.py:4413(add_op)
      801    0.000    0.000    0.000    0.000 session.py:1344(<listcomp>)
       67    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphSetTensorShape_wrapper}
       88    0.000    0.000    0.000    0.000 ops.py:4594(_attr_scope)
       52    0.000    0.000    0.015    0.000 gen_array_ops.py:3801(identity)
     1179    0.000    0.000    0.000    0.000 ops.py:2152(outputs)
      304    0.000    0.000    0.001    0.000 gradients_util.py:433(_Inputs)
      703    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
      800    0.000    0.000    0.000    0.000 object_identity.py:105(deref)
      251    0.000    0.000    0.000    0.000 ops.py:4426(_pop_control_dependencies_controller)
       44    0.000    0.000    0.105    0.002 variable_scope.py:2556(default_variable_creator)
      251    0.000    0.000    0.000    0.000 ops.py:4356(__init__)
      801    0.000    0.000    0.000    0.000 session.py:511(fetches)
       44    0.000    0.000    0.000    0.000 {built-in method FromString}
      305    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_GetBuffer}
  294/122    0.000    0.000    0.002    0.000 typing.py:1145(__subclasscheck__)
      144    0.000    0.000    0.001    0.000 ops.py:552(_shape_as_list)
      183    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.GetOperationInputs}
       44    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphSetOutputHandleShapesAndTypes_wrapper}
       28    0.000    0.000    0.010    0.000 control_flow_ops.py:2850(group)
     1820    0.000    0.000    0.000    0.000 ops.py:1882(_get_control_flow_context)
      104    0.000    0.000    0.006    0.000 tf_inspect.py:238(getfullargspec)
     1217    0.000    0.000    0.000    0.000 enum.py:517(__new__)
       69    0.000    0.000    0.000    0.000 gradients_util.py:731(_UpdatePendingAndEnqueueReady)
      126    0.000    0.000    0.033    0.000 constant_op.py:164(constant)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1940(__enter__)
       44    0.000    0.000    0.010    0.000 gen_resource_variable_ops.py:1229(var_is_initialized_op)
      140    0.000    0.000    0.000    0.000 optimizer.py:83(_var_key)
      170    0.000    0.000    0.000    0.000 execute.py:191(make_type)
